collectivite_id,nom,siren,departement_code,region_code,etoiles_cae,etoiles_eci,nom_epci,departement,nature_juridique,regime_fiscal,population_dgf,population_insee,revenu,potentiel_fiscal,potentiel_fiscal_hab,cif
4121,CA Le Grand Périgueux,200040392,24,75,1,0,CA LE GRAND PERIGUEUX,24,CA,FPU,111187.0,108161.0,1752283847.0,40519689.0,364.428296,0.362256
4059,CA du Bassin de Brive,200043172,19,75,1,0,CA DU BASSIN DE BRIVE,19,CA,FPU,115531.0,111380.0,1876438579.0,58196931.0,503.734331,0.296117
4178,CA Evreux Portes de Normandie,200071454,27,28,1,0,CA EVREUX PORTES DE NORMANDIE,27,CA,FPU,116961.0,114953.0,1751305327.0,57202164.0,489.070408,0.458674
4194,CA Agglo du Pays de Dreux,200040277,28,24,1,0,CA DU PAYS DE DREUX,28,CA,FPU,121277.0,118593.0,1758994901.0,43439519.0,358.184314,0.375524
3913,Ardenne Métropole,200041630,8,44,1,0,ARDENNE MÉTROPOLE,08,CA,FPU,124120.0,123142.0,1726546636.0,51437172.0,414.414857,0.434998
5427,CA Intercommunale de la Réunion Est (CIREST),249740093,974,4,1,0,CA CIREST,974,CA,FPU,131706.0,130245.0,1270554389.0,41382814.0,314.205989,0.381763
4908,CA Tarbes-Lourdes-Pyrénées,200069300,65,76,1,1,CA TARBES-LOURDES-PYRENEES,65,CA,FPU,133783.0,130358.0,1944046611.0,49313463.0,368.607843,0.360722
4360,CA Sète Agglopôle Méditerranée,200066355,34,76,1,0,SETE AGGLOPOLE MEDITERRANEE,34,CA,FPU,155208.0,131622.0,2239058013.0,57250485.0,368.862977,0.409139
5147,CA Melun Val de Seine,247700057,77,11,1,0,CA MELUN VAL DE SEINE,77,CA,FPU,141573.0,140304.0,2185974814.0,60846559.0,429.789289,0.31903
3885,CA Cannes Pays de Lérins,200039915,6,93,1,0,CA DES PAYS DE LERINS,06,CA,FPU,209489.0,158143.0,3770415347.0,86443356.0,412.639117,0.288116
3933,CA Troyes Champagne Métropole,200069250,10,44,1,0,CA TROYES CHAMPAGNE METROPOLE,10,CA,FPU,182323.0,179435.0,2592859428.0,76202092.0,417.951065,0.400035
5368,CA Val d'Yerres Val de Seine,200058477,91,11,1,1,CA VAL D'YERRES VAL DE SEINE,91,CA,FPU,180556.0,179607.0,3263891804.0,45896729.0,254.196643,0.316588
5425,CA CIVIS (Communauté Intercommunale des Villes Solidaires),249740077,974,4,1,0,CIVIS,974,CA,FPU,189288.0,185848.0,2365518682.0,69976479.0,369.682595,0.422346
3887,CA de Sophia Antipolis,240600585,6,93,1,0,CA DE SOPHIA ANTIPOLIS,06,CA,FPU,225997.0,187088.0,4751053672.0,115542827.0,511.258234,0.29788
4791,CA Valenciennes Métropole,245901160,59,32,1,0,CA DE VALENCIENNES METROPOLE,59,CA,FPU,195067.0,193676.0,2552342853.0,112526013.0,576.858274,0.417075
5367,CA Coeur d'Essonne Agglomération,200057859,91,11,1,1,CŒUR D' ESSONNE AGGLOMERATION,91,CA,FPU,211003.0,209923.0,3708946361.0,90976977.0,431.164377,0.426079
5428,CA Territoire de la Côte Ouest (TCO),249740101,974,4,1,0,CA TERRITOIRE DE LA COTE OUEST,974,CA,FPU,227093.0,221532.0,3096894243.0,90020814.0,396.405059,0.413676
5178,CA Versailles Grand Parc (CAVGP),247800584,78,11,1,0,CA VERSAILLES GRAND PARC,78,CA,FPU,278136.0,273663.0,7960683231.0,156710938.0,563.432774,0.189914
5395,CA Val Parisis,200058485,95,11,1,1,CA VAL PARISIS,95,CA,FPU,292735.0,291093.0,5595201863.0,95863822.0,327.476462,0.232412
4562,Orléans Métropole,244500468,45,24,1,0,ORLEANS-METROPOLE,45,METROPOLE,FPU,303430.0,299552.0,5006152698.0,187673879.0,618.507989,0.411222
4656,CU du Grand Reims,200067213,51,44,1,1,COMMUNAUTÉ URBAINE DU GRAND REIMS,51,CU,FPU,307383.0,302446.0,5177887530.0,177179709.0,576.413494,0.469321
5393,CA Roissy Pays de France,200055655,95,11,1,0,CA ROISSY PAYS DE FRANCE,95,CA,FPU,366567.0,364744.0,4972719058.0,236982271.0,646.491013,0.309775
5174,CU Grand Paris Seine et Oise,200059889,78,11,1,0,GRAND PARIS SEINE & OISE,78,CU,FPU,441413.0,437433.0,7887261180.0,216524927.0,490.526847,0.404187
4009,CC Cère et Goul en Carladès,241501089,15,84,0,0,CC CERE ET GOUL EN CARLADES,15,CC,FPU,6359.0,5111.0,77226932.0,1394056.0,219.225664,0.412892
5041,CC de Semur en Brionnais,247103864,71,27,0,0,CC DU CANTON DE SEMUR-EN-BRIONNAIS,71,CC,FA,5931.0,5336.0,85982746.0,945051.0,159.340921,0.391273
4709,CC du Pays du Sanon,245400759,54,44,0,0,CC DU PAYS DU SANON,54,CC,FA,5995.0,5892.0,96014531.0,681009.0,113.596163,0.375628
5038,CC de Marcigny,247100639,71,27,0,0,CC DE MARCIGNY,71,CC,FA,6591.0,6199.0,97175941.0,1115191.0,169.199059,0.263095
5087,CC du Lac d'Aiguebelette (CCLA),247300668,73,84,0,0,CC DU LAC D'AIGUEBELETTE,73,CC,FPU,7103.0,6464.0,124887616.0,1817494.0,255.876953,0.479912
3881,CC du Pays des Ecrins,240500462,5,93,0,0,CC DU PAYS DES ECRINS,05,CC,FPU,12364.0,6771.0,115590851.0,5482082.0,443.39065,0.45222
4610,CC Lot et Tolzac,244701405,47,75,0,0,CC LOT ET TOLZAC,47,CC,FA,7945.0,7555.0,99641400.0,1453182.0,182.905223,0.390576
5083,CC de Yenne,247300262,73,84,0,0,CC DE YENNE,73,CC,FPU,7932.0,7535.0,146386309.0,2988294.0,376.739032,0.447565
5246,CC du Quercy Rouergue et des Gorges de l'Aveyron,248200107,82,76,0,0,CC DU QUERCY ROUERGUE ET GORGES DE L’AVEYRON,82,CC,FPU,10098.0,7987.0,115794576.0,1783331.0,176.602397,0.368527
4216,CC Monts d'Arrée Communauté,200067197,29,53,0,0,CC MONTS D'ARREE COMMUNAUTE,29,CC,FPU,9733.0,8072.0,108481242.0,2785627.0,286.204356,0.380405
3877,CC du Guillestrois et du Queyras,200067452,5,93,0,0,CC DU GUILLESTROIS ET DU QUEYRAS,05,CC,FPU,20729.0,8170.0,141350185.0,6324422.0,305.100198,0.406198
4533,Haut Pays du Velay communauté,244300307,43,84,0,0,HAUT PAYS DU VELAY COMMUNAUTE,43,CC,FPU,8895.0,8189.0,134800565.0,6816394.0,766.317482,0.550201
4536,CC du Haut Lignon,244301107,43,84,0,0,CC DU HAUT LIGNON,43,CC,FPU,10326.0,8342.0,131159227.0,2403963.0,232.806798,0.458479
5356,CC de la Vanne et du Pays d'Othe,248900664,89,27,0,0,CC DE LA VANNE ET DU PAYS D'OTHE,89,CC,FA,9621.0,8774.0,144212181.0,1399138.0,145.425424,0.276233
5077,CC Val Vanoise,200040798,73,84,0,0,CC VAL VANOISE,73,CC,FA,27651.0,9307.0,224745837.0,11545235.0,417.534086,0.231563
5076,CC Coeur de Tarentaise,200023299,73,84,0,0,CC CŒUR DE TARENTAISE,73,CC,FA,23740.0,9619.0,177781350.0,8226546.0,346.52679,0.366816
3888,CC Alpes d'Azur,200039931,6,93,0,0,CC ALPES D'AZUR,06,CC,FPU,16388.0,10191.0,118460367.0,3728357.0,227.505309,0.442212
5089,CC Les Versants d'Aime,247300817,73,84,0,0,CC LES VERSANTS D'AIME,73,CC,FA,24130.0,9942.0,203724393.0,6645563.0,275.406672,0.229488
4312,CC du Savès,243200599,32,76,0,0,CC SAVES,32,CC,FPU,10651.0,10113.0,168834948.0,2899574.0,272.234908,0.626516
4439,CC du Trièves,200030658,38,84,0,0,CC DU TRIÈVES,38,CC,FPU,13203.0,10593.0,174869311.0,5781269.0,437.875407,0.492225
4464,CC Porte du Jura,200072056,39,27,0,1,CC PORTE DU JURA,39,CC,FPU,11470.0,10790.0,167669042.0,4111299.0,358.43932,0.627635
4245,CC de la Costa Verde,200034205,2B,94,0,0,CC DE LA COSTA VERDE,2B,CC,FA,16343.0,11057.0,157322303.0,1930745.0,118.138959,0.375832
4951,CC de la Vallée de Villé,246700777,67,44,0,0,CC DE LA VALLÉE DE VILLÉ,67,CC,FPU,11727.0,11015.0,200248863.0,3735950.0,318.576789,0.547467
4304,CC des Coteaux Arrats Gimone,200042372,32,76,0,0,CC DES CÔTEAUX ARRATS GIMONE,32,CC,FPU,11436.0,11031.0,171752535.0,3093047.0,270.46581,0.506825
4135,CC Dronne et Belle,200041572,24,75,0,0,CC DRONNE ET BELLE,24,CC,FPU,13052.0,11607.0,178931461.0,4543632.0,348.117683,0.648018
4064,CC Xaintrie Val'Dordogne,200066751,19,75,0,0,COMMUNAUTE DE COMMUNES XAINTRIE VAL’DORDOGNE,19,CC,FPU,13825.0,11431.0,168660942.0,7902630.0,571.618807,0.39242
4301,CC Bastides de Lomagne,200034726,32,76,0,0,CC BASTIDES DE LOMAGNE,32,CC,FPU,12422.0,11726.0,182439548.0,2359564.0,189.950411,0.613838
4003,CC Hautes Terres,200066637,15,84,0,0,HAUTES TERRES COMMUNAUTE,15,CC,FPU,14847.0,11435.0,170382421.0,5187233.0,349.379201,0.417991
4698,CC de Vezouze en Piémont,200069433,54,44,0,0,CC DE VEZOUZE EN PIEMONT,54,CC,FA,12332.0,11691.0,146932132.0,1793844.0,145.462536,0.322554
4174,CC du Diois,242600534,26,84,0,0,CC DU DIOIS,26,CC,FPU,15818.0,12478.0,181507826.0,3283562.0,207.583892,0.422889
5098,CC des Montagnes du Giffre,200034098,74,84,0,0,CC DES MONTAGNES DU GIFFRE,74,CC,FPU,22332.0,12446.0,283732062.0,8006622.0,358.526867,0.327066
5086,CC Val Guiers,247300528,73,84,0,0,CC VAL GUIERS,73,CC,FPU,13141.0,12719.0,211717799.0,5724648.0,435.6326,0.422187
4251,CC de la Castagniccia-Casinca,200073252,2B,94,0,0,CC CASTAGNICCIA- CASINCA,2B,CC,FA,17143.0,13444.0,192420461.0,1756497.0,102.461471,0.424452
3901,CC Val Eyrieux,200041465,7,84,0,0,CDC VAL EYRIEUX,07,CC,FPU,15984.0,12686.0,185762022.0,6588084.0,412.167417,0.490308
4886,CC Chavanon Combrailles et Volcans,200071215,63,84,0,1,CC CHAVANON COMBRAILLES ET VOLCANS,63,CC,FPU,14957.0,12974.0,179770257.0,4157796.0,277.983285,0.290148
4244,CC de Fium'Orbu Castellu,200033827,2B,94,0,0,CC DE FIUM'ORBU CASTELLU,2B,CC,FA,17790.0,13450.0,209465710.0,2839867.0,159.632771,0.309278
4140,CC Isle-Loue-Auvézère en Périgord,242401024,24,75,0,0,CC ISLE-LOUE-AUVEZERE EN PERIGORD,24,CC,FPU,16074.0,14124.0,192952057.0,3708147.0,230.692236,0.470586
3855,CC du Bocage Bourbonnais,200071496,3,84,0,0,CC DU BOCAGE BOURBONNAIS,03,CC,FPU,15072.0,13941.0,187076966.0,2905066.0,192.745886,0.29073
4018,CC Val de Charente,200043016,16,75,0,0,CC VAL DE CHARENTE,16,CC,FPU,15493.0,14145.0,202274385.0,5782927.0,373.260634,0.560556
4111,CC Creuse Sud Ouest,200067189,23,75,0,0,COMMUNAUTÉ DE COMMUNES CREUSE SUD OUEST,23,CC,FPU,17122.0,14095.0,185876674.0,3713043.0,216.858019,0.40449
4138,CC Périgord-Limousin,242400752,24,75,0,0,CC PERIGORD-LIMOUSIN,24,CC,FPU,16178.0,14478.0,207265810.0,4049614.0,250.316108,0.482587
4220,CC de Haute Cornouaille,242900561,29,53,0,0,CC DE HAUTE CORNOUAILLE,29,CC,FPU,16580.0,15206.0,210683642.0,4955154.0,298.863329,0.344299
5033,CC Brionnais Sud Bourgogne,200070548,71,27,0,0,CC BRIONNAIS SUD BOURGOGNE,71,CC,FPU,16456.0,15331.0,233376961.0,6600637.0,401.108228,0.569212
4137,CC du Périgord Nontronnais,200071819,24,75,0,0,CC DU PERIGORD NONTRONNAIS,24,CC,FPU,17917.0,15514.0,224220578.0,4980510.0,277.976782,0.557813
4685,CC du Mont des Avaloirs,200042182,53,52,0,1,CC DU MONT DES AVALOIRS,53,CC,FPU,17274.0,15888.0,232955971.0,6485902.0,375.471923,0.488239
5082,CC de Haute-Tarentaise,247300254,73,84,0,0,CC DE HAUTE TARENTAISE,73,CC,FA,41452.0,16132.0,347761303.0,15354179.0,370.408641,0.152766
4226,CC Poher Communauté,242900744,29,53,0,0,CC POHER COMMUNAUTE,29,CC,FPU,17163.0,16100.0,238117096.0,9496439.0,553.308804,0.431146
4329,CC du Bazadais,200043982,33,75,0,0,CC DU BAZADAIS,33,CC,FPU,17090.0,16504.0,243625455.0,5619048.0,328.791574,0.488546
4697,CC Meurthe Mortagne Moselle,200067643,54,44,0,0,"CC MEURTHE, MORTAGNE, MOSELLE",54,CC,FA,16862.0,16711.0,263557975.0,1926976.0,114.279208,0.325962
4332,CC rurales de l'Entre-Deux-Mers,200069599,33,75,0,0,CC RURALES DE L'ENTRE-DEUX-MERS,33,CC,FPU,17457.0,16896.0,248065469.0,4018852.0,230.214355,0.504079
4602,CC des Bastides en Haut Agenais Périgord,200036523,47,75,0,0,CC DES BASTIDES EN HAUT AGENAIS PERIGORD,47,CC,FPU,19314.0,17358.0,251320550.0,4900533.0,253.729574,0.566562
5203,CC Terre de Picardie,200070928,80,32,0,0,CC TERRE DE PICARDIE,80,CC,FA,18481.0,18227.0,257492644.0,6995888.0,378.544884,0.61616
4338,CC du Créonnais,243301215,33,75,0,0,CC DU CREONNAIS,33,CC,FPU,18750.0,18613.0,312291081.0,2994346.0,159.698453,0.34049
4534,CC des Sucs,244301016,43,84,0,0,CC DES SUCS,43,CC,FPU,20866.0,18997.0,288248997.0,7882793.0,377.781702,0.462701
4103,CC du Kreiz-Breizh (CCKB),242200715,22,53,0,0,CC KREIZ-BREIZH,22,CC,FPU,21169.0,19055.0,263221635.0,6749276.0,318.828287,0.489785
3880,CC du Briançonnais,240500439,5,93,0,0,CC BRIANCONNAIS,05,CC,FPU,36320.0,19490.0,366439019.0,14891159.0,409.998871,0.374435
4306,CC de la Lomagne Gersoise,243200391,32,76,0,0,CC LA LOMAGNE GERSOISE,32,CC,FPU,21189.0,20007.0,307952963.0,5506528.0,259.876728,0.308071
4408,CC Eguzon - Argenton - Vallée de la Creuse,200068872,36,24,0,0,CC ÉGUZON - ARGENTON - VALLÉE DE LA CREUSE,36,CC,FPU,22060.0,19822.0,282777571.0,8314592.0,376.908069,0.356931
5209,CC de l'Est de la Somme,200070985,80,32,0,0,CC DE L'EST DE LA SOMME,80,CC,FA,20278.0,19998.0,278760563.0,7334773.0,361.710869,0.426834
4567,"CC de la Cléry, du Betz et de l'Ouanne",200067668,45,24,0,1,"CC DE LA CLERY, DU BETZ ET DE L’OUANNE",45,CC,FPU,22119.0,20405.0,327827066.0,7083608.0,320.249921,0.396026
4017,CC des 4B Sud Charente,200029734,16,75,0,0,CC DES 4 B,16,CC,FPU,21217.0,20472.0,316412763.0,7346554.0,346.257906,0.643534
4938,CC du Ried de Marckolsheim,200030526,67,44,0,0,CC DU RIED DE MARCKOLSHEIM,67,CC,FA,21133.0,20930.0,361103975.0,8055223.0,381.167984,0.416923
4538,CC Loire et Semène,244301131,43,84,0,0,CC LOIRE ET SEMENE,43,CC,FPU,21324.0,20766.0,333773033.0,7285309.0,341.648331,0.434036
5244,CC du Quercy Caussadais,248200057,82,76,0,0,CC DU QUERCY CAUSSADAIS,82,CC,FA,21926.0,20991.0,306840185.0,3810198.0,173.775335,0.3548
4186,CC Lyons Andelle,200070142,27,28,0,0,CC LYONS ANDELLE,27,CC,FPU,21682.0,20882.0,325859616.0,5684345.0,262.16885,0.374234
3845,CC des Trois Rivières,240200600,2,32,0,0,CC PAYS 3 RIVIERES,02,CC,FPU,21272.0,20881.0,236666530.0,6118913.0,287.651044,0.35463
4171,CC des Baronnies en Drôme Provençale,200068229,26,84,0,0,CC DES BARONNIES EN DRÔME PROVENÇALE,26,CC,FA,26410.0,21221.0,331405354.0,4657571.0,176.356342,0.392807
4342,CC les Coteaux Bordelais,243301355,33,75,0,0,CC DES COTEAUX BORDELAIS,33,CC,FPU,22465.0,22338.0,509598644.0,7905141.0,351.88698,0.384301
4346,CC du Val de l'Eyre,243301405,33,75,0,0,CC DU VAL DE L'EYRE,33,CC,FPU,23219.0,22767.0,391579371.0,6018201.0,259.192945,0.40201
4153,CC du Val de Morteau,242504116,25,27,0,0,CC DU VAL DE MORTEAU,25,CC,FPU,22206.0,21721.0,569725409.0,7887964.0,355.217689,0.420452
4005,CC de la Châtaigneraie Cantalienne,200066678,15,84,0,0,CC DE LA CHATAIGNERAIE CANTALIENNE,15,CC,FPU,24870.0,21726.0,303063736.0,6804105.0,273.586852,0.393073
4021,CC Coeur de Charente,200072023,16,75,0,0,CC COEUR DE CHARENTE,16,CC,FA,23668.0,22362.0,334159478.0,4426508.0,187.025013,0.349338
5031,"CC Entre Arroux, Loire et Somme",200070316,71,27,0,0,"CC ENTRE ARROUX, LOIRE ET SOMME",71,CC,FPU,23350.0,22061.0,340110982.0,9244600.0,395.914347,0.227071
4347,CC des Portes de l'Entre-Deux-Mers,243301439,33,75,0,0,CC DES PORTES DE L'ENTRE DEUX MER,33,CC,FPU,23169.0,22944.0,479643868.0,6322435.0,272.883379,0.41049
5241,CC Quercy Vert-Aveyron,200066884,82,76,0,0,CC QUERCY VERT-AVEYRON,82,CC,FA,22720.0,22114.0,316743649.0,3068463.0,135.05559,0.37324
4300,CC de la Gascogne Toulousaine,200023620,32,76,0,0,CC DE LA GASCOGNE TOULOUSAINE,32,CC,FPU,17758.0,17477.0,316627092.0,5301200.0,298.524609,0.437273
4214,CC Presqu'île de Crozon-Aulne maritime,200066868,29,53,0,1,CC PRESQU'ILE DE CROZON-AULNE MARITIME,29,CC,FPU,29218.0,23212.0,399602016.0,8274818.0,283.209597,0.338511
4217,CC Pleyben-Châteaulin-Porzay,200067247,29,53,0,0,CC PLEYBEN-CHATEAULIN-PORZAY,29,CC,FPU,26150.0,23877.0,351787275.0,7772884.0,297.242218,0.35269
4330,CC du Réolais en Sud Gironde,200044394,33,75,0,0,CC DU REOLAIS SUD GIRONDE,33,CC,FPU,24936.0,24479.0,337564556.0,7055570.0,282.947145,0.420022
4004,CC de Saint-Flour,200066660,15,84,0,0,SAINT-FLOUR COMMUNAUTÉ,15,CC,FPU,28039.0,24190.0,337830256.0,11177740.0,398.649738,0.405083
4570,CC du Val de Sully,200070100,45,24,0,0,CC DU VAL DE SULLY,45,CC,FPU,25762.0,24555.0,408366452.0,20844316.0,809.110939,0.368345
5358,CC Yonne Nord,248900896,89,27,0,0,CC DE YONNE NORD,89,CC,FPU,26031.0,24896.0,396630476.0,4153493.0,159.559487,0.366479
4605,CC Fumel Vallée du Lot,200068930,47,75,0,0,CC FUMEL VALLEE DU LOT,47,CC,FPU,26508.0,25080.0,352052957.0,7903489.0,298.154859,0.451305
5397,CC Vexin Centre,200035970,95,11,0,0,CC VEXIN CENTRE,95,CC,FPU,25805.0,25505.0,531721787.0,6517550.0,252.56927,0.285078
4740,CC Roi Morvan Communauté,245614417,56,53,0,0,ROI MORVAN COMMUNAUTÉ,56,CC,FPU,28193.0,25899.0,359872916.0,8697929.0,308.51378,0.367593
4465,CC Terre d'Emeraude Communauté ,200090579,39,27,0,0,TERRE D'EMERAUDE COMMUNAUTE,39,CC,FPU,28169.0,25120.0,398644741.0,11302215.0,401.228833,0.540082
3868,CC du Sisteronais-Buëch,200068765,4,93,0,0,CC DU SISTERONAIS BUËCH,04,CC,FPU,30009.0,26166.0,377723700.0,15612439.0,520.258556,0.314798
5317,CC Porte Océane du Limousin,200059400,87,75,0,0,CC PORTE OCÉANE DU LIMOUSIN,87,CC,FPU,27291.0,26187.0,397405034.0,16155684.0,591.978454,0.422814
5202,CC de la Haute Somme (Combles - Péronne - Roisel),200037059,80,32,0,0,CC DE LA HAUTE SOMME,80,CC,FPU,27425.0,26950.0,406044110.0,12063352.0,439.866983,0.383337
4390,Roche aux Fées Communauté,243500634,35,53,0,0,ROCHE AUX FÉES COMMUNAUTÉ,35,CC,FPU,27949.0,27573.0,416122731.0,8322744.0,297.783248,0.398999
4395,CC Liffré-Cormier Communauté,243500774,35,53,0,0,CC LIFFRÉ-CORMIER COMMUNAUTÉ,35,CC,FPU,29147.0,28876.0,489436933.0,8771096.0,300.926202,0.392526
4684,CC des Coëvrons,200033298,53,52,0,1,CC DES COËVRONS,53,CC,FPU,28428.0,27280.0,390450112.0,13122505.0,461.604932,0.770884
4568,CC Canaux et Forêts en Gâtinais,200067676,45,24,0,0,CC CANAUX ET FORÊTS EN GÂTINAIS,45,CC,FPU,29817.0,27928.0,436970039.0,7865176.0,263.781601,0.377091
5311,CC du Civraisien en Poitou,200070035,86,75,0,1,CC CIVRAISIEN EN POITOU,86,CC,FPU,29439.0,27496.0,384470033.0,8019934.0,272.42549,0.482456
4340,CC du Secteur de Saint-Loubès,243301249,33,75,0,0,CC LES RIVES DE LA LAURENCE,33,CC,FPU,29440.0,29249.0,535189739.0,15814848.0,537.18913,0.350711
5303,CC du Pays de Mortagne,248500662,85,52,0,0,CC DU PAYS DE MORTAGNE,85,CC,FPU,29587.0,29163.0,464711199.0,12659029.0,427.857809,0.372179
5434,CC de Petite-Terre,200050532,976,6,0,0,CC DE PETITE-TERRE,976,CC,FPU,35144.0,35088.0,210207995.0,4220787.0,120.099789,0.573291
5064,CC du Val de Sarthe,247200629,72,52,0,0,CC VAL DE SARTHE,72,CC,FPU,31387.0,30928.0,498784641.0,10549753.0,336.118552,0.36248
5302,CC du Pays des Herbiers,248500621,85,52,0,0,CC DU PAYS DES HERBIERS,85,CC,FPU,31989.0,31638.0,503255599.0,19309746.0,603.637063,0.345688
4560,CC du Sud Estuaire,244400586,44,52,0,1,CC DU SUD-ESTUAIRE,44,CC,FPU,35803.0,31905.0,559760458.0,13391452.0,374.031562,0.493005
3985,CC Normandie-Cabourg-Pays d'Auge,200065563,14,28,0,0,CC NORMANDIE CABOURG PAYS D'AUGE,14,CC,FPU,50789.0,32106.0,633226868.0,14444012.0,284.392526,0.334683
4995,CC des Vallons du Lyonnais (CCVL),246900724,69,84,0,0,CC VALLONS DU LYONNAIS,69,CC,FPU,33023.0,32675.0,708497608.0,11115248.0,336.591103,0.380257
4531,CC Marches du Velay-Rochebaron,200073427,43,84,0,0,CC MARCHES DU VELAY - ROCHEBARON,43,CC,FPU,34126.0,32221.0,543405863.0,17034189.0,499.155746,0.440505
4385,CC Bretagne Porte de Loire Communauté,200070662,35,53,0,1,CC BRETAGNE PORTE DE LOIRE COMMUNAUTÉ,35,CC,FPU,34171.0,33480.0,505032828.0,9409015.0,275.350882,0.388083
4331,CC Convergence Garonne,200069581,33,75,0,0,CC CONVERGENCE GARONNE,33,CC,FPU,33686.0,33289.0,519198834.0,8990762.0,266.899068,0.415979
5111,CC Rumilly Terre de Savoie,247400740,74,84,0,0,CC RUMILLY TERRE DE SAVOIE,74,CC,FPU,34489.0,34080.0,633318472.0,14951016.0,433.501,0.297549
3814,CC Bugey Sud,200040350,1,84,0,0,CC BUGEY SUD,01,CC,FPU,37268.0,34938.0,572052395.0,15986818.0,428.969035,0.384833
4459,CA ECLA  (Espace Communautaire Lons Agglomération),200071116,39,27,0,0,ESPACE COMMUNAUTAIRE LONS AGGLOMÉRATION,39,CA,FPU,36892.0,35895.0,585243624.0,16902551.0,458.163043,0.553625
4022,CC de Charente Limousine,200072049,16,75,0,0,CC DE CHARENTE LIMOUSINE,16,CC,FA,39177.0,36167.0,494227943.0,6216474.0,158.676621,0.315962
4883,CC Thiers Dore et Montagne,200070712,63,84,0,1,CC THIERS DORE ET MONTAGNE,63,CC,FPU,39747.0,37664.0,537842870.0,19170533.0,482.313961,0.359273
4392,CC Val d'Ille-Aubigné,243500667,35,53,0,0,CC DU VAL D'ILLE-AUBIGNÉ,35,CC,FPU,40085.0,39715.0,669328161.0,9316660.0,232.422602,0.401004
4185,CC Interco Normandie Sud Eure,200066462,27,28,0,0,CC INTERCO NORMANDIE SUD EURE,27,CC,FPU,41942.0,38759.0,581924368.0,12362242.0,294.746126,0.489158
4994,CC du Pays de l'Arbresle (CCPA),246900625,69,84,0,0,CC DE L'ARBRESLE,69,CC,FPU,40374.0,39884.0,853281158.0,16526461.0,409.33425,0.400015
4328,CC du Sud Gironde,200043974,33,75,0,0,CC DU SUD GIRONDE,33,CC,FPU,41623.0,40652.0,633835789.0,14525179.0,348.970017,0.411869
4798,CC Flandre Lys,245900758,59,32,0,0,CC FLANDRE LYS,59,CC,FPU,40871.0,40743.0,663457722.0,28328904.0,693.129701,0.302776
5037,CC Le Grand Charolais,200071884,71,27,0,0,CC LE GRAND CHAROLAIS,71,CC,FPU,42562.0,40919.0,617067065.0,18753461.0,440.615126,0.441348
4734,Ploërmel Communauté,200066777,56,53,0,1,CC PLOËRMEL COMMUNAUTÉ,56,CC,FPU,46846.0,44240.0,670575406.0,19613236.0,418.674721,0.463095
3893,CA Privas Centre Ardèche,200071413,7,84,0,0,CA PRIVAS CENTRE ARDECHE,07,CA,FPU,48308.0,45233.0,680547403.0,20582402.0,426.066117,0.407418
4384,CC Vallons de Haute-Bretagne Communauté,200043990,35,53,0,1,CC VALLONS DE HAUTE-BRETAGNE COMMUNAUTE,35,CC,FPU,47197.0,45997.0,742780375.0,11205805.0,237.426214,0.393628
5161,CC Pays de Montereau,247700107,77,11,0,0,CC DU PAYS DE MONTEREAU,77,CC,FPU,46293.0,45687.0,569696790.0,17317696.0,374.088869,0.26369
5195,CC Mellois en Poitou,200069755,79,75,0,0,CC MELLOIS EN POITOU,79,CC,FPU,50028.0,47731.0,715754198.0,19340673.0,386.596966,0.559301
4946,CC du Canton d'Erstein,200067924,67,44,0,0,CC DU CANTON D’ERSTEIN,67,CC,FPU,50131.0,49842.0,905874864.0,23250542.0,463.795695,0.472964
4652,CC Coutances Mer et Bocage,200067023,50,28,0,1,CC COUTANCES MER ET BOCAGE,50,CC,FPU,57822.0,49869.0,810289313.0,15350038.0,265.470548,0.694459
4551,CC Sèvre et Loire,200067866,44,52,0,0,CC SEVRE ET LOIRE,44,CC,FPU,51526.0,51148.0,846823073.0,15583402.0,302.437643,0.363564
4218,CC du Pays d'Iroise,242900074,29,53,0,3,CC DU PAYS D'IROISE,29,CC,FPU,56266.0,51126.0,962695282.0,11301125.0,200.851758,0.324817
4229,CA du Pays de Landerneau-Daoulas,242900801,29,53,0,1,CA DU PAYS DE LANDERNEAU-DAOULAS,29,CA,FPU,52496.0,51264.0,861259889.0,16967681.0,323.21855,0.389149
4032,Vals de Saintonge Communauté,200041689,17,75,0,0,VALS DE SAINTONGE COMMUNAUTE,17,CC,FPU,56839.0,53774.0,802712839.0,21604671.0,380.10294,0.447929
4763,CC du Pays Orne Moselle,245701271,57,44,0,0,CC DU PAYS ORNE MOSELLE,57,CC,FPU,53716.0,53248.0,786975386.0,11746951.0,218.686257,0.235219
4751,CC Rives de Moselle,200039949,57,44,0,1,CC RIVES DE MOSELLE,57,CC,FPU,54029.0,53865.0,884241428.0,47183553.0,873.300505,0.31579
4833,CA Flers Agglo,200035814,61,28,0,0,FLERS AGGLO,61,CA,FPU,55383.0,53918.0,785905497.0,19577528.0,353.493455,0.518247
4002,CA du Bassin d'Aurillac,241500230,15,84,0,0,CA BASSIN D'AURILLAC,15,CA,FPU,58654.0,56315.0,908864820.0,23161731.0,394.887493,0.439637
5268,CA Luberon Monts de Vaucluse,200040442,84,93,0,0,CA LUBERON MONTS DE VAUCLUSE,84,CA,FPU,59913.0,56096.0,982120715.0,32242172.0,538.149851,0.390518
