collectivite_id,nom,siren,departement_code,region_code,etoiles_cae,etoiles_eci,nom_epci,departement,nature_juridique,regime_fiscal,population_dgf,population_insee,revenu,potentiel_fiscal,potentiel_fiscal_hab,cif
4458,CA du Grand Dole,200010650,39,27,0,0,CA DU GRAND DOLE,39,CA,FPU,56942.0,56322.0,899711490.0,29842873.0,524.092463,0.494936
4634,CC Loire Layon Aubance,200071553,49,52,0,1,LOIRE LAYON AUBANCE,49,CC,FPU,59423.0,58395.0,1001690515.0,17224010.0,289.854265,0.579326
5285,CA Les Sables d'Olonne Agglomération,200071165,85,52,0,0,CA LES SABLES D'OLONNE AGGLOMERATION,85,CA,FPU,75811.0,59944.0,1342035265.0,24886958.0,328.276345,0.618459
4381,CA Redon Agglomération,243500741,35,53,0,1,REDON AGGLOMÉRATION,35,CA,FPU,71858.0,69264.0,1012135506.0,22097535.0,307.5167,0.421197
4324,CA Bassin d'Arcachon Sud (COBAS),243300563,33,75,0,0,CA BASSIN D'ARCACHON SUD POLE ATLANTIQUE,33,CA,FPU,89496.0,71165.0,1696944611.0,32185998.0,359.636163,0.37233
4492,CC Maremne Adour Côte Sud,244000865,40,75,0,0,CC DE MAREMNE ADOUR COTE SUD,40,CC,FPU,99960.0,72997.0,1606428664.0,33201212.0,332.144978,0.461756
4325,CA du Bassin d'Arcachon Nord,243301504,33,75,0,0,CA DU BASSIN D'ARCACHON NORD,33,CA,FPU,88004.0,73982.0,1609729547.0,24728194.0,280.989432,0.292005
3886,CA de la Riviera Française,240600551,6,93,0,0,CA DE LA RIVIERA,06,CA,FPU,101728.0,73331.0,1572517522.0,28794126.0,283.050153,0.373289
4097,CA Guingamp-Paimpol Agglomération de l'Armor à l'Argoat,200067981,22,53,0,0,GUINGAMP-PAIMPOL AGGLOMÉRATION,22,CA,FPU,82735.0,76229.0,1181074277.0,25605294.0,309.485635,0.429933
5073,CA Grand Lac,200068674,73,84,0,1,CA GRAND LAC,73,CA,FPU,86966.0,81427.0,1762839496.0,38252544.0,439.856312,0.41248
3822,CC de la Plaine de l'Ain,240100883,1,84,0,0,CC DE LA PLAINE DE L'AIN,01,CC,FPU,86908.0,84625.0,1442676138.0,50697828.0,583.350532,0.379063
4028,CA Royan Atlantique,241700640,17,75,0,0,CA ROYAN ATLANTIQUE,17,CA,FPU,124465.0,87913.0,1830863290.0,30565516.0,245.57519,0.419124
4517,CA Roannais Agglomération,200035731,42,84,0,1,ROANNAIS AGGLOMÉRATION,42,CA,FPU,106045.0,104170.0,1637595952.0,55940674.0,527.518261,0.441103
5360,CA Grand Belfort,200069052,90,27,0,0,GRAND BELFORT CA,90,CA,FPU,104407.0,103599.0,1625453955.0,55600265.0,532.533882,0.441116
4096,CA Lannion-Trégor Communauté,200065928,22,53,0,0,LANNION-TREGOR COMMUNAUTE,22,CA,FPU,121400.0,104398.0,1838330769.0,36387124.0,299.729193,0.44796
4792,CA Coeur de Flandre,200040947,59,32,0,0,CA CŒUR DE FLANDRE,59,CA,FPU,105133.0,104360.0,1680682398.0,37057292.0,352.480116,0.436242
4858,CA du Boulonnais,246200729,62,32,0,0,CA DU BOULONNAIS,62,CA,FPU,121014.0,113911.0,1694420400.0,62199717.0,513.987778,0.370559
4683,Laval Agglomération,200083392,53,52,0,0,LAVAL AGGLOMÉRATION,53,CA,FPU,120416.0,118953.0,2005166569.0,67114203.0,557.352868,0.461908
5426,CA du Sud,249740085,974,4,0,1,CA DU SUD,974,CA,FPU,136323.0,134764.0,1465602188.0,20701466.0,151.856004,0.430025
4146,CA Pays de Montbéliard Agglomération,200065647,25,27,0,0,PAYS DE MONTBÉLIARD AGGLOMÉRATION,25,CA,FPU,143003.0,141876.0,2078128912.0,114990924.0,804.115466,0.438422
5421,CA du Centre Littoral,249730045,973,3,0,0,CA DU CENTRE LITTORAL,973,CA,FPU,155243.0,153249.0,1695588417.0,28680407.0,184.745251,0.372034
4420,Tours Métropole Val de Loire,243700754,37,24,0,1,TOURS MÉTROPOLE VAL DE LOIRE,37,METROPOLE,FPU,309466.0,304421.0,5309843963.0,159302970.0,514.767277,0.41467
